Time,PlayerX,PlayerY,EnemyX,EnemyY,BallX,BallY,PlayerScore,EnemyScore
10-07-2024 09:51:29.820,0,0,-6,0,0,0,0,0
10-07-2024 09:51:29.875,6.38,-3.6,-6,0,0,0,0,0
10-07-2024 09:51:29.888,6.38,-3.6,-6,0,0.046,-0.046,0,0
10-07-2024 09:51:29.905,6.38,-3.6,-6,0,0.09199999,-0.09199999,0,0
10-07-2024 09:51:29.915,6.38,-3.6,-6,0,0.138,-0.138,0,0
10-07-2024 09:51:29.922,6.38,-3.6,-6,0,0.138,-0.138,0,0
10-07-2024 09:51:29.931,6.38,-3.6,-6,0,0.184,-0.184,0,0
10-07-2024 09:51:29.939,6.38,-3.6,-6,0,0.184,-0.184,0,0
10-07-2024 09:51:29.947,6.38,-3.6,-6,0,0.184,-0.184,0,0
10-07-2024 09:51:29.957,6.38,-3.6,-6,0,0.23,-0.23,0,0
10-07-2024 09:51:29.964,6.38,-3.6,-6,0,0.23,-0.23,0,0
10-07-2024 09:51:29.973,6.38,-3.6,-6,0,0.276,-0.276,0,0
10-07-2024 09:51:29.983,6.38,-3.6,-6,0,0.276,-0.276,0,0
10-07-2024 09:51:29.991,6.38,-3.6,-6,0,0.322,-0.322,0,0
10-07-2024 09:51:30.000,6.38,-3.6,-6,0,0.322,-0.322,0,0
10-07-2024 09:51:30.008,6.38,-3.6,-6,0,0.322,-0.322,0,0
10-07-2024 09:51:30.015,6.38,-3.6,-6,0,0.368,-0.368,0,0
10-07-2024 09:51:30.022,6.38,-3.6,-6,0,0.368,-0.368,0,0
10-07-2024 09:51:30.031,6.38,-3.6,-6,0,0.414,-0.414,0,0
10-07-2024 09:51:30.040,6.38,-3.6,-6,0,0.414,-0.414,0,0
10-07-2024 09:51:30.047,6.38,-3.6,-6,0,0.414,-0.414,0,0
10-07-2024 09:51:30.057,6.38,-3.6,-6,0,0.46,-0.46,0,0
10-07-2024 09:51:30.065,6.38,-3.6,-6,0,0.46,-0.46,0,0
10-07-2024 09:51:30.073,6.38,-3.6,-6,0,0.506,-0.506,0,0
10-07-2024 09:51:30.081,6.38,-3.6,-6,0,0.506,-0.506,0,0
10-07-2024 09:51:30.090,6.38,-3.6,-6,0,0.552,-0.552,0,0
10-07-2024 09:51:30.099,6.38,-3.6,-6,0,0.552,-0.552,0,0
10-07-2024 09:51:30.105,6.38,-3.6,-6,0,0.552,-0.552,0,0
10-07-2024 09:51:30.114,6.38,-3.6,-6,0,0.598,-0.598,0,0
10-07-2024 09:51:30.123,6.38,-3.6,-6,0,0.598,-0.598,0,0
10-07-2024 09:51:30.131,6.38,-3.6,-6,0,0.644,-0.644,0,0
10-07-2024 09:51:30.141,6.38,-3.6,-6,0,0.644,-0.644,0,0
10-07-2024 09:51:30.150,6.38,-3.6,-6,0,0.69,-0.69,0,0
10-07-2024 09:51:30.156,6.38,-3.6,-6,0,0.69,-0.69,0,0
10-07-2024 09:51:30.165,6.38,-3.6,-6,0,0.69,-0.69,0,0
10-07-2024 09:51:30.174,6.38,-3.6,-6,0,0.736,-0.736,0,0
10-07-2024 09:51:30.181,6.38,-3.6,-6,0,0.736,-0.736,0,0
10-07-2024 09:51:30.191,6.38,-3.6,-6,0,0.782,-0.782,0,0
